id	filename	md5	size	state
d28d4305-3857-4c36-9eb8-7a10af880f8f	d3c4d74e-2c1e-4f48-a6ac-854cc242283e.FPKM-UQ.txt.gz	6b6dcfcd8fccbea96919ef47a443419f	372937	released
a419f143-16a8-4e9d-887b-062675697d20	0669a900-2116-4b1b-9e79-dacd8cc5fd99.FPKM-UQ.txt.gz	a85524875b73529a036ea751de04a8dc	378763	released
2216fb0f-f93a-4442-a693-c436ea0d53c4	c4a83219-aff3-4873-bebe-aafb09de3fa5.FPKM-UQ.txt.gz	2fe773d7faf6571bd7191151bf9f4e59	391090	released
356ec8f7-1ef6-41cf-b5c9-508a4f9da41b	1190af16-384d-4090-9209-6a1079110a52.FPKM-UQ.txt.gz	84d0bddb5060c90097f4873be34c76ae	376005	released
b3f45ee1-eda6-479d-b103-d99390b18bbe	e7a26981-c10c-4f72-a382-6deb2a9bc802.FPKM-UQ.txt.gz	fbd405dee2282b24606eacbc99d1de1a	378326	released
62cc726e-08b4-4cb3-9e15-b46216abba49	0d33ed9a-168d-4083-ab11-ee84546bb448.FPKM-UQ.txt.gz	93b7a11be18284214b334e97b4b4a3c8	393205	released
98b5b3b7-3dab-4c39-b691-6d1a14e17d26	53ce822d-bc91-45ff-93f8-f4e6903d6c1b.FPKM-UQ.txt.gz	057dc594f4dac56a5c92591b2002fd98	382087	released
c1988aba-73a5-4edb-931d-97d83b2a3ee3	da577b4a-364c-4161-908b-904e669e26f0.FPKM-UQ.txt.gz	e88a5318927be2dbe7b808cccb1614ee	372401	released
9ad03cc1-0949-46b2-83ae-111846ebde73	46822147-dc34-4da8-9bdb-e8cb0a4b530f.FPKM-UQ.txt.gz	26ea1b72c46a21f6549ae8add1cec29f	376166	released
d935c4c5-4046-466f-8e1e-c3beee0df6fe	f890060e-f8d8-42df-abed-ea175ea7cfe8.FPKM-UQ.txt.gz	758e44d5f03ba1b836b6b37392b85506	365727	released
2ee78ae6-5356-41ad-ada0-a33aeb52edd9	19b85c6e-c971-4e64-98dc-229005a35be2.FPKM-UQ.txt.gz	2d115d5e33ab451da2005970632c99cb	381765	released
8bea647e-66d8-42af-ab06-7bd0629179c7	6cca2f97-024b-4d5f-a753-bf148725ec8c.FPKM-UQ.txt.gz	7a0a86367f6f1129851e2d9152813c8c	371625	released
d3f46085-9468-4d28-8f4b-956adb22b06f	5ced553b-71ec-4a17-81bd-429d0729bcd6.FPKM-UQ.txt.gz	ca07fb1a8bd2c1306e79257e6b84c0c5	383484	released
2d350f5d-fdca-44f3-8a9b-113986de5548	f51abf73-9e9d-41a9-9a40-5ff9257435d3.FPKM-UQ.txt.gz	cdfa1bac354821beb88701056e63a6c6	385703	released
7b5d8671-c839-4259-9441-21059adda140	d59569c4-427d-4638-a106-a52f7d943871.FPKM-UQ.txt.gz	0b42b7c135b08583a642becf2d9245e1	374473	released
017d77e5-c9d9-4888-a0c5-2b27a26910c3	8e5f5553-c4bb-4cc6-9b8c-63a137e8592c.FPKM-UQ.txt.gz	6f7f28146724b12b0975f78b4ad2b6e9	387321	released
e5826ba7-b400-4c2f-992f-178f028c8220	290cc0cc-0dce-4087-8cc3-7431e6ffe25d.FPKM-UQ.txt.gz	350686ecd0fec0c9498a35d84930795e	378003	released
12cf4aa8-c287-487d-8e3a-7b2aab65963a	51e55e7a-5fef-4451-af1b-49ed4ced9ac7.FPKM-UQ.txt.gz	91c3ef1bd361f19b77a3c17a109d90da	489463	released
b75398ed-d649-4064-986b-4067d4c1e12e	771bbbfd-e1fd-4dfd-b822-3e091ef656d2.FPKM-UQ.txt.gz	fc41a13db07ed57c9af900bac92f18f7	508509	released
7ef5aa5f-1af3-4f56-93a1-7c049196d397	4ea4ed16-8597-426c-9485-0fc8a8d81973.FPKM-UQ.txt.gz	1f8d84a46519b1ffa68b0ae94dd1c3df	483930	released
59ee819a-9bc8-449d-ac84-81a2c2bd0985	e158f016-7605-45b7-8e4f-bbe313fc461c.FPKM-UQ.txt.gz	cddca1174555da67150fc2ee5c05817e	510344	released
3d76ca12-c4f8-45a2-a57c-a1a52ead382c	b7b21fe3-2e21-4282-a707-da3c69a4453b.FPKM-UQ.txt.gz	4d42c8a6c1fe999d420a22854d22d54a	496005	released
7451fa29-918f-460e-8cb6-f63a92bab39c	cf9d1a47-ee65-4505-a2c8-12d04366aa28.FPKM-UQ.txt.gz	5a418c78e46b00459ba7ebb4633c4e35	499966	released
